60	1
0,-29.84,32.987
1,10.836,-16.875,47,166,9
1,-5.249,-8.191,230,47520,18480,116,1,4,17
2,4.761,48.58,240,19200,12800,145,2,4,21
3,1.098,-48.683,110,3900,740,65,2,5,9
4,-41.929,-10.668,120,12000,11000,75,1,3,11
5,-31.346,33.1,240,16380,10100,145,2,4,21
6,14.698,0.45,200,6900,1730,77,1,4,11
7,37.96,-32.493,200,22860,20320,121,1,5,18
8,-43.903,20.783,230,57600,19200,148,1,5,22
9,0.087,0.287,200,16800,13440,121,1,4,18
10,-44.841,1.591,190,5580,2170,114,1,3,17
11,49.263,-7.755,210,14160,6070,54,1,4,8
12,2.233,33.911,100,72000,10290,63,1,4,9
13,-27.475,-29.677,190,16380,6370,59,1,4,8
14,-35.508,12.746,110,12960,2880,68,1,5,10
15,4.115,-24.668,150,27720,10400,93,1,5,13
16,-14.402,47.695,150,2520,360,92,2,3,13
17,27.212,-39.226,200,13140,10510,119,2,5,17
18,-11.347,-43.242,170,38400,11520,105,1,4,15
19,41.319,3.205,90,7560,5040,57,1,5,8
20,20.269,-9.936,140,10200,9350,83,1,4,12
21,-9.856,5.024,130,11760,9960,81,1,4,12
22,21.674,39.892,100,25440,6570,61,1,3,9
23,-20.431,6.52,180,8460,3100,106,1,3,15
24,11.944,31.114,100,37080,7210,58,2,3,8
25,24.995,23.506,120,20340,9610,72,1,4,10
26,38.064,26.893,190,30240,20160,132,2,4,19
27,-38.22,-27.844,40,4500,3500,23,2,4,3
28,-30.711,-5.901,220,20400,17280,135,1,4,20
29,-9.931,-34.021,260,42120,26330,159,1,5,23
30,-23.439,-40.887,230,22680,5040,48,1,4,7
31,-45.286,-20.692,220,19260,18190,135,1,3,20
32,-17.923,33.611,70,6960,4720,43,1,4,6
33,-12.907,13.651,260,27720,18790,156,1,5,23
34,-4.617,18.504,170,29520,10540,101,2,3,15
35,17.509,-38.316,230,25200,10800,80,1,3,12
36,-33.72,-17.495,280,47520,15840,170,1,4,25
37,48.723,10.592,230,6960,1740,16,1,4,2
38,14.387,-19.063,30,15480,1840,19,2,5,2
39,-32.192,-38.189,230,26640,6660,46,1,5,6
40,0.778,-34.254,15,4080,580,5,1,4,0
41,21.778,13.828,110,20400,8740,69,1,5,10
42,-4.381,49.527,90,26100,6090,57,1,5,8
43,15.344,47.403,220,19680,12140,132,1,5,19
44,-1.674,9.406,120,11880,7920,75,1,4,11
45,4.546,22.356,140,33480,10040,83,1,4,12
46,25.627,-25.729,210,6600,1100,7,1,3,1
47,10.724,-7.84,180,17100,14350,106,1,4,15
48,27.324,2.553,280,26400,6600,39,2,3,5
49,-12.341,-17.112,220,20400,13830,136,2,5,20
50,-25.972,42.368,210,3780,3020,31,1,3,4
51,-18.391,-29.602,130,12060,10220,81,2,3,12
52,7.829,-43.122,200,26640,16280,132,1,3,19
53,-46.522,11.166,210,8880,2660,18,2,4,2
54,-28.487,18.664,360,39600,26400,220,2,5,33
55,39.775,18.363,280,8160,4760,28,1,5,4
56,-5.593,27.849,50,19080,3820,30,1,3,4
57,-21.464,-13.448,230,34920,21830,142,1,4,21
58,34.152,35.299,160,33120,16560,97,1,5,14
59,7.509,6.233,230,21360,13170,95,1,4,14
60,-6.253,38.33,190,51480,15730,117,2,4,17
