12	4
0,126.379111,45.295805
1,126.776497,47.777901,8,137,8
2,128.90370995965276,47.723574,6,137,8
3,125.175705,46.4744,6,137,7
4,130.364105,46.854822930903026,7,137,7
1,125.188919,46.595941,230,18360,14690,137,1,4,20
2,126.997284,46.763828871975036,80,6300,3500,49,2,4,7
3,130.334763,46.89679500809938,180,25380,12690,109,1,3,16
4,132.0142577720403,47.239601,220,33120,9200,135,1,4,20
5,130.274888,45.283117,190,15360,10240,106,1,3,15
6,126.917823,45.314959,100,25920,9260,58,2,4,8
7,129.139297,46.310699,120,5640,1180,72,1,5,10
8,128.20524939589782,46.920719,80,8460,5880,47,2,5,7
9,122.43296723314496,53.448888,160,18360,4080,95,1,3,14
10,123.403261,47.434201,170,17640,16660,105,1,3,15
11,129.367842,44.588116,190,25200,15750,116,2,4,17
12,133.929794,47.18733979627239,100,25440,9540,63,1,5,9
