10	4
0,126.183565,46.173257
1,130.572339,46.234792,20,125,9
2,130.680389,46.428101,16,125,8
3,129.477854,46.976826,9,125,9
4,124.589068,47.56685834569969,9,125,9
1,124.891859,46.655508,280,24000,13710,127,2,3,19
2,124.796799,48.679901,150,34200,9770,92,1,4,13
3,129.458657,44.349548,60,4500,4250,36,1,5,5
4,133.695118,47.392997780930955,190,33480,8650,67,1,5,10
5,121.99523360358616,53.211615,170,3900,1520,100,2,3,15
6,125.7007066863472,47.758866,90,25560,4260,52,1,3,7
7,123.956301,47.328027909036784,130,9660,8590,76,1,5,11
8,127.966904,45.215099,190,17640,13720,115,2,5,17
9,130.565598,46.98642120602011,130,15360,6830,79,1,3,11
10,125.492803,46.159118,280,29880,5890,74,1,3,11
