12	3
0,9.604,8.345
1,-17.546,-35.593,8,137,8
2,41.076,4.055,6,137,8
3,-35.172,18.67,6,137,7
1,-38.415,19.745,230,18360,14690,137,1,4,20
2,-10.997,-45.483,80,6300,3500,49,2,4,7
3,2.013,48.675,180,25380,12690,109,1,3,16
4,-49.553,-3.343,220,33120,9200,135,1,4,20
5,-1.347,-13.267,190,15360,10240,106,1,3,15
6,3.673,11.208,100,25920,9260,58,2,4,8
7,32.46,11.264,120,5640,1180,72,1,5,10
8,40.417,-27.653,80,8460,5880,47,2,5,7
9,49.758,-4.448,160,18360,4080,95,1,3,14
10,30.294,36.731,170,17640,16660,105,1,3,15
11,-34.768,-21.921,190,25200,15750,116,2,4,17
12,19.987,-45.722,100,25440,9540,63,1,5,9
