24	2
0,-4.926,-7.511
1,5.028,47.87,20,161,7
2,1.075,-0.715,6,161,9
1,-34.597,35.955,50,7380,1910,27,1,4,4
2,-6.222,-8.357,90,17460,7480,57,1,5,8
3,-5.237,49.725,280,12600,2520,21,1,5,3
4,43.072,16.585,180,28800,16800,110,1,4,16
5,13.549,46.653,210,16740,3160,103,1,3,15
6,-23.355,16.442,210,960,530,73,2,3,10
7,-43.424,-22.172,230,5640,4390,33,1,5,4
8,31.411,-32.858,160,10440,9280,96,1,5,14
9,-5.101,11.955,40,12240,2380,22,1,4,3
10,-22.715,-30.14,140,42480,14160,85,2,3,12
11,19.509,29.342,240,7020,5950,145,1,5,21
12,-46.887,14.443,130,9600,6670,79,2,4,11
13,13.55,-13.28,190,12720,12010,116,2,4,17
14,15.83,-45.235,210,20520,14250,129,1,4,19
15,20.012,11.055,280,7740,4520,40,1,5,6
16,-40.309,-2.989,80,19260,5500,51,1,4,7
17,3.25,34.579,280,29520,8200,113,1,5,16
18,-7.597,-36.965,90,18240,9120,56,1,4,8
19,36.452,-2.578,200,27000,12750,95,1,3,14
20,-14.339,30.468,40,5220,3220,23,1,3,3
21,-23.908,-7.74,210,5640,5010,34,1,4,5
22,6.742,-29.655,80,11640,6790,46,1,5,6
23,35.653,32.708,100,26100,8700,59,2,5,8
24,44.541,-16.817,200,21360,10680,86,1,5,12
