60	1
0,0.58,-10.783
1,-31.085,30.325,56,131,7
1,25.653,21.814,70,20640,4300,44,1,3,6
2,18.834,-27.028,20,8400,1200,14,1,4,2
3,0.45,14.283,20,5760,1280,12,1,3,1
4,-48.154,-11.769,200,14040,13260,122,1,4,18
5,-1.623,0.692,210,28800,10800,127,1,4,19
6,-36.608,22.213,30,17280,2780,27,1,5,4
7,-39.286,-21.722,230,29880,12450,137,1,3,20
8,-31.113,33.784,230,18900,15120,138,1,4,20
9,-12.232,46.767,230,15840,2900,44,1,3,6
10,-5.215,-8.055,230,24120,16080,138,1,4,20
11,-20.966,-42.834,160,39960,7550,95,2,3,14
12,24.795,8.668,190,14160,11800,116,1,3,17
13,0.572,48.486,60,16800,4340,38,1,5,5
14,21.261,44.943,190,27720,18790,117,1,5,17
15,-29.61,-29.228,200,33120,6900,118,1,3,17
16,0.705,-48.989,50,4800,2930,32,1,4,4
17,0.147,36.152,100,15660,5590,63,1,4,9
18,23.896,-40.31,200,32040,6680,69,2,3,10
19,-25.766,12.045,200,19680,7870,75,1,5,11
20,-18.245,-29.591,140,24840,6210,87,1,3,13
21,-37.002,-1.609,130,10560,6030,77,1,4,11
22,-5.436,-39.197,120,13140,10950,74,1,3,11
23,10.124,48.876,210,12240,1460,137,1,3,20
24,40.668,8.437,20,3900,1190,12,1,5,1
25,43.792,24.13,90,15000,8330,55,1,5,8
26,11.594,-11.891,190,8100,2970,117,2,3,17
27,37.959,32.371,100,25560,9370,58,1,3,8
28,-26.041,-13.588,90,3840,2300,52,2,5,7
29,21.373,-9.085,280,10620,6640,53,2,3,7
30,-14.075,2.313,230,21300,17750,138,1,5,20
31,-48.079,-0.825,190,18720,3540,32,2,4,4
32,36.225,-34.375,60,12780,4970,37,1,3,5
33,-8.882,24.989,280,960,110,16,2,3,2
34,5.852,-21.309,210,17640,4410,128,1,5,19
35,-7.082,8.752,70,20640,4820,43,1,4,6
36,10.117,-0.863,30,3360,2610,17,1,5,2
37,12.61,-45.729,90,12960,8640,52,1,4,7
38,-15.62,17.878,230,17640,14110,142,1,3,21
39,29.275,36.361,200,21780,5080,44,1,5,6
40,-8.23,-25.745,230,18360,6120,42,1,5,6
41,-11.408,-48.566,80,12780,7460,50,1,5,7
42,-38.806,-30.947,190,108000,18000,116,1,3,17
43,-36.011,12.773,190,6000,4800,33,1,5,4
44,10.939,9.847,60,11520,4610,37,1,5,5
45,17.863,35.192,140,20400,12240,83,1,4,12
46,38.938,20.054,300,29880,23900,180,1,3,27
47,-14.848,-11.36,160,43200,15840,95,1,5,14
48,3.294,-36.952,300,31680,26840,180,1,4,27
49,11.996,25.502,140,21960,12550,86,1,5,12
50,-18.646,-20.548,130,27120,10170,79,1,5,11
51,48.905,10.267,150,15360,12290,92,2,3,13
52,-18.393,33.878,170,20340,17230,104,2,5,15
53,-22.97,44.371,140,13860,10780,85,1,5,12
54,-25.758,0.131,220,32400,18000,135,1,3,20
55,-46.401,17.86,280,17820,16830,116,2,3,17
56,-23.933,22.108,90,38880,7670,55,1,5,8
57,8.916,40.307,200,37080,18540,127,1,3,19
58,-30.486,-38.317,210,37800,11340,87,1,4,13
59,1.47,23.426,20,3000,1330,11,1,3,1
60,40.369,-6.541,100,52800,7540,60,1,4,9
