24	4
0,17.465,-44.949
1,-14.562,-16.255,20,129,10
2,0.891,47.857,6,129,10
3,6.642,48.018,19,129,10
4,-4.669,-7.809,12,129,6
1,-48.274,9.064,190,34920,4990,68,2,4,10
2,-38.558,-31.237,60,7440,3100,39,1,4,5
3,-3.714,-8.888,60,7560,4200,37,1,4,5
4,-12.152,-47.02,150,27360,8360,89,2,4,13
5,-31.12,33.979,210,6600,3770,61,1,5,9
6,-38.925,-10.884,190,22680,15750,115,2,5,17
7,21.776,43.286,110,29880,4980,67,2,3,10
8,4.519,46.167,100,3420,1950,58,1,5,8
9,-16.436,10.876,150,13020,9040,91,2,5,13
10,41.3,-0.849,200,10260,3420,47,2,5,7
11,2.893,29.514,100,14220,7110,61,1,5,9
12,24.795,8.668,200,9600,7200,72,1,4,10
13,15.085,-42.55,220,35100,21450,136,1,5,20
14,29.541,-35.315,210,12780,2060,90,2,3,13
15,-4.648,-27.59,280,17280,16320,121,1,3,18
16,4.092,11.932,260,5880,1520,156,1,5,23
17,-11.276,46.197,190,20340,6780,47,2,3,7
18,38.795,30.041,200,13020,12300,89,1,5,13
19,19.798,-9.278,90,9900,8390,57,1,4,8
20,-22.53,-22.874,110,14940,8720,65,1,5,9
21,44.186,21.292,80,6300,6300,50,1,4,7
22,-13.447,28.993,210,34560,9600,69,2,3,10
23,47.082,-14.189,210,24000,18000,127,2,4,19
24,-21.824,-6.207,40,5580,3410,22,1,3,3
