24	2
0,5.719,14.534
1,-36.083,33.726,20,182,7
2,-29.61,-29.228,6,182,7
1,-35.462,24.7,200,38520,7700,91,1,4,13
2,5.179,47.733,130,19080,5300,81,1,4,12
3,-38.854,-21.595,190,35640,8910,78,1,4,11
4,-5.324,-6.821,130,32400,9720,77,1,3,11
5,30.294,36.731,280,120,60,27,2,4,4
6,-21.828,-33.063,160,46080,13170,96,1,3,14
7,49.854,-3.195,90,25560,5330,54,1,4,8
8,-14.311,36.677,50,1260,850,32,2,3,4
9,8.461,2.004,200,35280,5000,30,2,5,4
10,30.943,-21.404,250,31320,5740,150,1,4,22
11,40.459,23.797,280,30600,15300,200,1,3,30
12,-22.54,-2.501,120,13140,7300,74,1,4,11
13,-6.427,-41.564,70,27120,4370,45,1,3,6
14,2.243,29.928,230,25500,10630,99,1,5,14
15,4.128,-24.824,240,29520,18040,148,1,5,22
16,-49.029,8.222,280,38520,13760,94,1,3,14
17,-10.91,11.984,200,24300,4730,62,1,5,9
18,33.34,-37.104,110,13320,7770,69,1,3,10
19,14.358,-13.731,200,28440,10160,61,1,4,9
20,-48.712,-8.577,200,7200,1860,13,1,5,1
21,19.73,-45.559,280,12780,1810,13,2,5,1
22,31.946,7.071,220,21360,17920,132,1,5,19
23,25.839,21.772,20,9600,1810,11,1,4,1
24,-30.829,38.987,190,21300,14200,114,1,3,17
