10	3
0,-25.219,-14.435
1,-6.143,30.901,20,125,9
2,-11.499,36.614,16,125,8
3,38.689,30.813,9,125,9
1,-31.972,31.117,280,24000,13710,127,2,3,19
2,-0.478,0.564,150,34200,9770,92,1,4,13
3,-37.055,-28.366,60,4500,4250,36,1,5,5
4,8.507,-47.444,190,33480,8650,67,1,5,10
5,42.396,-24.663,170,3900,1520,100,2,3,15
6,-40.227,-1.489,90,25560,4260,52,1,3,7
7,6.668,48.506,130,9660,8590,76,1,5,11
8,-11.086,12.328,190,17640,13720,115,2,5,17
9,-9.33,48.642,130,15360,6830,79,1,3,11
10,-28.065,4.844,280,29880,5890,74,1,3,11
