36	1
0,39.927,-28.238
1,-4.523,-38.129,21,148,9
1,-38.834,-21.405,210,28620,8750,125,1,5,18
2,-37.585,28.867,190,33000,8250,112,2,4,16
3,6.358,47.479,140,15900,10600,87,1,4,13
4,41.16,14.875,100,8640,2020,60,2,4,9
5,-4.112,13.44,200,21840,20020,195,2,3,29
6,29.116,-20.566,40,9540,1540,24,1,3,3
7,-5.175,-8.986,200,20340,16950,118,2,3,17
8,18.049,9.344,160,32040,6680,95,1,5,14
9,-19.885,-36.16,150,4080,1750,92,1,4,13
10,42.306,-24.591,230,32040,21360,137,1,5,20
11,-35.338,12.62,50,6000,1170,27,1,4,4
12,13.357,-14.172,200,8640,6480,46,1,4,6
13,16.13,-44.749,210,6240,1180,128,1,3,19
14,41.26,0.748,130,20340,7460,77,1,4,11
15,-21.762,1.782,230,34200,16150,142,1,5,21
16,-28.226,38.99,50,8760,2630,28,1,4,4
17,28.327,27.298,280,31680,5100,60,1,3,9
18,-8.493,48.36,190,39600,16970,112,1,5,16
19,-11.463,-23.241,30,6660,4070,29,1,5,4
20,6.02,24.976,100,5520,5520,60,1,5,9
21,-49.72,5.258,230,25380,21150,148,1,3,22
22,-34.912,-7.62,40,5700,3480,21,1,4,3
23,-47.723,-5.379,230,5700,2690,24,1,5,3
24,-13.514,28.889,280,21960,16470,142,1,4,21
25,21.044,42.989,210,42120,8780,104,1,4,15
26,6.193,-37.446,200,13800,8630,54,1,4,8
27,24.218,-2.193,170,38400,8530,105,1,4,15
28,-9.866,-48.106,230,22320,21080,138,1,4,20
29,17.968,-28.432,50,6120,2380,31,1,3,4
30,4.491,3.228,190,37080,14830,113,1,5,16
31,-34.386,-35.025,190,39000,21670,159,1,5,23
32,29.722,-39.215,230,10620,8910,70,1,4,10
33,4.083,-24.282,210,13020,10130,65,2,5,9
34,-25.973,-18.215,200,25920,11520,85,1,4,12
35,47.04,-16.116,80,11640,5820,48,1,3,7
36,-23.261,18.384,110,22320,8370,68,1,3,10
